Data;IFIX;IBOV;Juros;Ouro;Bitcoin;Real/USD
06.09.2024;3.386,56;134572;10,4;2524,6;53966,8;5,599
05.09.2024;3.382,37;136502;10,4;2543,1;56183,2;5,5741
04.09.2024;3.385,35;136111;10,4;2526;57973,4;5,6399
03.09.2024;3.383,71;134353;10,4;2523;57479,8;5,6454
30.08.2024;3.393,55;136004;10,4;2527,6;59119,7;5,6103
29.08.2024;3.385,87;136041;10,4;2560,3;59373,5;5,6266
28.08.2024;3.381,68;137344;10,4;2537,8;59016;5,5644
27.08.2024;3.383,92;136776;10,4;2552,9;59450,9;5,5082
26.08.2024;3.386,89;136889;10,4;2555,2;62846,2;5,495
23.08.2024;3.388,44;135608;10,4;2546,3;64053,1;5,4863
22.08.2024;3.378,64;135173;10,4;2516,7;60372,2;5,5834
21.08.2024;3.381,82;136464;10,4;2547,5;61158,1;5,4858
20.08.2024;3.382,52;136087;10,4;2550,6;59005,8;5,478
19.08.2024;3.382,02;135778;10,4;2541,3;59470,9;5,4121
16.08.2024;3.385,46;133953;10,4;2537,8;58877,2;5,4753
15.08.2024;3.374,02;134153;10,4;2492,4;57534,6;5,4827
14.08.2024;3.363,10;133318;10,4;2479,7;58707,8;5,473
13.08.2024;3.355,20;132398;10,4;2507,8;60595,2;5,4538
12.08.2024;3.352,25;131116;10,4;2504;59350;5,4974
09.08.2024;3.349,97;130615;10,4;2473,4;60850,6;5,5064
08.08.2024;3.345,06;128661;10,4;2463,3;61699,7;5,5493
07.08.2024;3.349,29;127514;10,4;2432,4;55120,9;5,6341
06.08.2024;3.347,44;126267;10,4;2431,6;56057,8;5,6623
05.08.2024;3.352,64;125270;10,4;2444,4;53979;5,7238
02.08.2024;3.368,97;125854;10,4;2469,8;61478,7;5,7273
01.08.2024;3.365,60;127395;10,4;2480,8;65372,9;5,7483
31.07.2024;3.364,78;127652;10,4;2473;64626;5,65
30.07.2024;3.358,40;126139;10,4;2451,9;66184,9;5,6121
29.07.2024;3.353,38;126954;10,4;2401,8;66798,7;5,6159
26.07.2024;3.375,85;127492;10,4;2404,5;67908,6;5,6557
25.07.2024;3.375,00;125954;10,4;2376,6;65799,3;5,6442
24.07.2024;3.381,51;126423;10,4;2439,6;65370,5;5,6536
23.07.2024;3.386,19;126590;10,4;2431;65937,8;5,5846
22.07.2024;3.390,99;127860;10,4;2418,4;67553,6;5,5779
19.07.2024;3.391,72;127616;10,4;2423;66677,4;5,5952
18.07.2024;3.382,64;127652;10,4;2480,8;63980,5;5,546
17.07.2024;3.388,10;129450;10,4;2484,3;64089,2;5,4821
16.07.2024;3.382,99;129110;10,4;2492;65049,7;5,4286
15.07.2024;3.375,26;129321;10,4;2452,9;64782,4;5,4448
12.07.2024;3.370,07;128897;10,4;2444,5;57885,1;5,4285
11.07.2024;3.350,64;128294;10,4;2445,6;57337,3;5,4381
10.07.2024;3.349,04;127218;10,4;2403,2;57746,7;5,4144
09.07.2024;3.349,16;127108;10,4;2391,2;58039,4;5,4222
08.07.2024;3.347,36;126548;10,4;2387;56724,7;5,4699
05.07.2024;3.341,64;126267;10,4;2421,1;56641,8;5,4592
04.07.2024;3.323,67;126164;10,4;2364,6;57026,3;5,4887
03.07.2024;3.302,82;125662;10,4;2392,6;60199,3;5,5563
02.07.2024;3.305,51;124787;10,4;2356,4;62103,3;5,6777
01.07.2024;3.318,84;124718;10,4;2361,9;62890,1;5,6603
28.06.2024;3.347,33;123907;10,4;2362,5;60403,3;5,5925
27.06.2024;3.328,12;124308;10,4;2359,3;61685,3;5,5019
26.06.2024;3.311,05;122641;10,4;2335,9;60849,4;5,5194
25.06.2024;3.301,23;122331;10,4;2353,5;61809,4;5,4509
24.06.2024;3.296,23;122637;10,4;2367,2;60292,7;5,3928
21.06.2024;3.299,38;121341;10,4;2353,9;64128,5;5,4302
20.06.2024;3.301,49;120446;10,4;2391,8;64854,3;5,4483
19.06.2024;3.300,19;120261;10,4;2343;64980,9;5,4362
18.06.2024;3.301,41;119630;10,4;2369,5;65159,9;5,4359
17.06.2024;3.305,93;119138;10,4;2351,8;66498,8;5,4195
14.06.2024;3.312,59;119662;10,4;2371,9;66034,8;5,3757
13.06.2024;3.295,71;119568;10,4;2340,6;66773,1;5,3636
12.06.2024;3.320,42;119936;10,4;2377,5;68260,1;5,4123
11.06.2024;3.334,98;121635;10,4;2349,1;67319,8;5,3662
10.06.2024;3.345,21;120760;10,4;2349,6;69538,2;5,3547
07.06.2024;3.358,85;120767;10,4;2347,6;69347,9;5,3448
06.06.2024;3.358,89;122899;10,4;2413,7;70791,5;5,256
05.06.2024;3.356,08;121407;10,4;2398,1;71083,7;5,2964
04.06.2024;3.364,04;121802;10,4;2369,7;70549,2;5,2861
03.06.2024;3.371,58;122032;10,4;2392;68807,8;5,2467
31.05.2024;3.382,34;122098;10,4;2368,5;67530,1;5,2443
29.05.2024;3.371,11;122707;10,4;2364,1;67635,8;5,2018
28.05.2024;3.363,68;123780;10,4;2379,3;68366;5,1611
27.05.2024;3.374,83;124496;10,4;2356,5;69428,7;5,1708
24.05.2024;3.379,01;124306;10,4;2356,9;68547,6;5,166
23.05.2024;3.374,75;124729;10,4;2359,7;67975,7;5,1442
22.05.2024;3.383,74;125650;10,4;2415,7;69155,4;5,1503
21.05.2024;3.386,75;127412;10,4;2449,1;70139,9;5,1225
20.05.2024;3.391,26;127751;10,4;2461,7;71422,7;5,1033
17.05.2024;3.392,31;128151;10,4;2440,4;67036,8;5,1031
16.05.2024;3.379,54;128284;10,4;2408,3;65231;5,1288
15.05.2024;3.372,59;128028;10,4;2417,6;66225,1;5,1373
14.05.2024;3.367,72;128515;10,4;2382,5;61569,4;5,1299
13.05.2024;3.376,50;128155;10,4;2365,7;62937,2;5,1511
10.05.2024;3.397,79;127600;10,4;2397,7;60796,9;5,1584
09.05.2024;3.389,27;128188;10,4;2362,7;63075;5,1412
08.05.2024;3.398,10;129481;10,65;2344,8;61207,5;5,0909
07.05.2024;3.394,53;129210;10,65;2346,6;62317,7;5,0707
06.05.2024;3.392,61;128466;10,65;2353,4;63163,1;5,0758
03.05.2024;3.391,61;128509;10,65;2330,6;62877,5;5,0722
02.05.2024;3.376,40;127122;10,65;2331,6;59121,3;5,1113
30.04.2024;3.381,79;125924;10,65;2324,7;60666,6;5,1934
29.04.2024;3.374,93;127352;10,65;2379,8;63860,1;5,1189
26.04.2024;3.366,74;126526;10,65;2369,3;63766,4;5,1151
25.04.2024;3.360,86;124646;10,65;2364,5;64497,1;5,1602
24.04.2024;3.365,41;124741;10,65;2360,3;64285,7;5,1457
23.04.2024;3.373,24;125148;10,65;2363,7;66415;5,126
22.04.2024;3.380,00;125573;10,65;2368,1;66829,3;5,168
19.04.2024;3.391,17;125124;10,65;2436,1;63799,1;5,2027
18.04.2024;3.386,78;124196;10,65;2420,1;63481,4;5,2482
17.04.2024;3.391,31;124171;10,65;2410,5;61278,9;5,242
16.04.2024;3.402,52;124389;10,65;2430;63805,3;5,2826
15.04.2024;3.412,68;125334;10,65;2405,1;63411,9;5,1846
12.04.2024;3.423,95;125946;10,65;2396,3;67151,9;5,1175
11.04.2024;3.417,57;127396;10,65;2394,6;70011,6;5,0917
10.04.2024;3.418,43;128054;10,65;2370,1;70622,1;5,0746
09.04.2024;3.420,76;129890;10,65;2383,9;69148;5,009
08.04.2024;3.421,87;128857;10,65;2372,3;71630,1;5,0268
05.04.2024;3.422,18;126795;10,65;2366,6;67830,6;5,0655
04.04.2024;3.414,28;127428;10,65;2329,4;68496,5;5,0538
03.04.2024;3.412,02;127318;10,65;2335,9;65963;5,0393
02.04.2024;3.406,57;127549;10,65;2302,4;65439,2;5,0576
01.04.2024;3.403,41;126990;10,65;2277,5;69664,4;5,0543
28.03.2024;3.408,15;128106;10,65;2258,4;70762,1;5,0129
27.03.2024;3.395,41;127691;10,65;2232,4;69442,4;4,9866
26.03.2024;3.392,25;126863;10,65;2199,2;69999,3;4,9808
25.03.2024;3.390,05;126931;10,65;2198,2;69892;4,9751
22.03.2024;3.393,14;127027;10,65;2181,6;63785,5;4,9997
21.03.2024;3.381,26;128159;10,65;2206,5;65503,8;4,9781
20.03.2024;3.378,25;129125;11,15;2182,4;67854;4,9691
19.03.2024;3.373,64;127529;11,15;2181,2;62050;5,0301
18.03.2024;3.374,01;126954;11,15;2185,9;67594,1;5,0253
15.03.2024;3.367,01;126742;11,15;2183,1;69463,7;4,9949
14.03.2024;3.365,68;127690;11,15;2189,1;71387,5;4,9895
13.03.2024;3.367,44;128006;11,15;2202,4;73066,3;4,97
12.03.2024;3.368,76;127668;11,15;2187,7;71470,2;4,9718
11.03.2024;3.374,45;126124;11,15;2210;72099,1;4,9771
08.03.2024;3.382,28;127071;11,15;2206,3;68172;4,9806
07.03.2024;3.371,76;128340;11,15;2185,9;66855,3;4,935
06.03.2024;3.365,18;128890;11,15;2178,8;66080,4;4,9446
05.03.2024;3.366,96;128098;11,15;2162,5;63792,6;4,9581
04.03.2024;3.364,83;128341;11,15;2146,8;68270,1;4,9458
01.03.2024;3.366,50;129180;11,15;2116;62397,7;4,9541
29.02.2024;3.360,00;129020;11,15;2074,6;61169,3;4,9716
28.02.2024;3.343,32;130155;11,15;2062,7;62467,6;4,9675
27.02.2024;3.346,00;131689;11,15;2064,1;57056,2;4,9335
26.02.2024;3.352,02;129609;11,15;2058,8;54495,1;4,9799
23.02.2024;3.363,24;129419;11,15;2069,3;50740,5;4,9951
22.02.2024;3.354,50;130241;11,15;2050,5;51320,4;4,9605
21.02.2024;3.356,04;130032;11,15;2054;51858,2;4,9358
20.02.2024;3.357,64;129916;11,15;2059,6;52263,5;4,9275
19.02.2024;3.357,03;129036;11,15;2039,8;51783,6;4,9564
16.02.2024;3.350,11;128726;11,15;2043,9;52134,2;4,9665
15.02.2024;3.349,19;127804;11,15;2034,7;51901,3;4,9732
14.02.2024;3.342,91;127018;11,15;2024;51782,4;4,969
09.02.2024;3.351,99;128026;11,15;2058,6;47127,5;4,9517
08.02.2024;3.339,78;128217;11,15;2067,8;45293,3;4,992
07.02.2024;3.340,69;129950;11,15;2071,5;44339,8;4,9685
06.02.2024;3.332,48;130416;11,15;2071,2;43087,7;4,9634
05.02.2024;3.327,93;127593;11,15;2062,7;42697,2;4,9854
02.02.2024;3.332,88;127182;11,15;2073,4;43194,7;4,9699
01.02.2024;3.320,47;128481;11,15;2090,6;43081,4;4,9163
31.01.2024;3.333,51;127752;11,65;2087;42580,5;4,9526
30.01.2024;3.327,55;127402;11,65;2070,5;42946,2;4,9516
29.01.2024;3.329,25;128503;11,65;2044,6;43299,8;4,9518
26.01.2024;3.331,59;128967;11,65;2036,1;41811,3;4,9168
25.01.2024;3.324,32;128169;11,65;2036,8;39935,7;4,9165
24.01.2024;3.324,42;127816;11,65;2035,2;40086;4,9335
23.01.2024;3.330,06;128263;11,65;2045,2;39888,8;4,9535
22.01.2024;3.334,06;126602;11,65;2041,6;39556,4;4,9892
19.01.2024;3.340,16;127636;11,65;2048,6;41648;4,931
18.01.2024;3.329,82;127316;11,65;2041,1;41292,7;4,9269
17.01.2024;3.332,51;128524;11,65;2026;42768,7;4,9349
16.01.2024;3.334,51;129294;11,65;2049,9;43145,5;4,9258
15.01.2024;3.332,17;131521;11,65;2030,2;42510,7;4,8628
12.01.2024;3.325,70;130988;11,65;2071,4;42835,9;4,8539
11.01.2024;3.318,09;130649;11,65;2039;46348,2;4,87
10.01.2024;3.324,85;130841;11,65;2047,8;46629,3;4,8909
09.01.2024;3.324,90;131447;11,65;2053;46129;4,9038
08.01.2024;3.327,10;132427;11,65;2053,4;46962,2;4,87
05.01.2024;3.324,23;132023;11,65;2069,7;44156,9;4,8743
04.01.2024;3.320,38;131226;11,65;2069,9;44157;4,8968
03.01.2024;3.324,41;132834;11,65;2062,7;42836,1;4,9198
02.01.2024;3.314,09;132697;11,65;2093,5;44943,7;4,9235
28.12.2023;3.311,43;134185;11,65;2103,5;42581,1;4,8521
27.12.2023;3.298,60;134194;11,65;2112,9;43446,5;4,8267
26.12.2023;3.285,40;133533;11,65;2089,6;42513,3;4,814
22.12.2023;3.260,47;132753;11,65;2088,8;43968,9;4,8585
21.12.2023;3.232,47;132182;11,65;2071;43865,9;4,8844
20.12.2023;3.212,55;130804;11,65;2067,3;43662,8;4,9163
19.12.2023;3.206,75;131851;11,65;2071,8;42259,3;4,8675
18.12.2023;3.197,51;131084;11,65;2060,1;42659,7;4,8967
15.12.2023;3.189,62;130197;11,65;2055,2;41929;4,9371
14.12.2023;3.184,23;130842;11,65;2064,2;43025,9;4,9155
13.12.2023;3.177,05;129465;12,15;2016,7;42884,5;4,9197
12.12.2023;3.169,67;126403;12,15;2012,5;41487;4,9631
11.12.2023;3.180,99;126916;12,15;2013;41256,1;4,9386
08.12.2023;3.189,62;127094;12,15;2033,9;44175,5;4,9317
07.12.2023;3.179,69;126010;12,15;2065,8;43289,7;4,9115
06.12.2023;3.191,27;125623;12,15;2067,3;43776,3;4,9022
05.12.2023;3.189,90;126903;12,15;2055,7;44076,2;4,9306
04.12.2023;3.184,55;126803;12,15;2061,6;41987,8;4,9432
01.12.2023;3.175,08;128185;12,15;2109,2;38688,2;4,8801
30.11.2023;3.176,56;127331;12,15;2076,7;37712,9;4,9205
29.11.2023;3.164,00;126166;12,15;2086,6;37855,5;4,9029
28.11.2023;3.167,49;126538;12,15;2060,2;37823,3;4,8705
27.11.2023;3.159,19;125731;12,15;2033;37248,6;4,8964
24.11.2023;3.174,49;125517;12,15;2023,5;37717,3;4,902
23.11.2023;3.178,48;126576;12,15;2003;37293,1;4,9039
22.11.2023;3.179,70;126035;12,15;2013,2;37410,8;4,9068
21.11.2023;3.191,36;125626;12,15;2021,8;35813,6;4,9006
20.11.2023;3.196,44;125957;12,15;2000,4;37454,1;4,8543
17.11.2023;3.197,69;124773;12,15;2004,8;36595,4;4,9059
16.11.2023;3.191,32;124639;12,15;2007,5;36161,2;4,8632
14.11.2023;3.184,40;123166;12,15;1986,4;35549,3;4,8654
13.11.2023;3.180,24;120410;12,15;1970,2;36478,3;4,9075
10.11.2023;3.182,18;120568;12,15;1957,7;37303;4,9013
09.11.2023;3.177,75;119034;12,15;1989,9;36700,5;4,9342
08.11.2023;3.174,22;119177;12,15;1978,1;35636,9;4,9103
07.11.2023;3.172,96;119268;12,15;1993,8;35426,1;4,8724
06.11.2023;3.162,81;118431;12,15;2009;35042;4,8853
03.11.2023;3.160,39;118160;12,15;2019,6;34718,7;4,9012
01.11.2023;3.146,95;115053;12,65;2007,8;35423,8;4,9534
31.10.2023;3.155,70;113144;12,65;2014,6;34650,6;5,035
30.10.2023;3.156,07;112532;12,65;2026;34477,9;5,0472
27.10.2023;3.155,69;113301;12,65;2018,7;33901,8;5,0152
26.10.2023;3.141,77;114777;12,65;2017,6;34153,7;4,9861
25.10.2023;3.150,21;112830;12,65;2015;34496,8;4,9947
24.10.2023;3.155,53;113762;12,65;2006,1;33917;4,9908
23.10.2023;3.172,40;112785;12,65;2007,8;33041,8;5,0112
20.10.2023;3.168,43;113155;12,65;2014,5;29674,5;5,0312
19.10.2023;3.164,08;114004;12,65;2000,2;28723;5,0646
18.10.2023;3.173,80;114060;12,65;1988,1;28321,7;5,0591
17.10.2023;3.183,18;115908;12,65;1955,4;28403,6;5,0414
16.10.2023;3.190,17;116534;12,65;1953,9;28509,7;5,0377
13.10.2023;3.192,01;115754;12,65;1961,1;26863,5;5,0801
11.10.2023;3.183,77;117051;12,65;1906,8;26876,6;5,0483
10.10.2023;3.180,39;116737;12,65;1894,6;27391;5,0516
09.10.2023;3.179,35;115156;12,65;1883,5;27581,4;5,1355
06.10.2023;3.183,21;114170;12,65;1864,4;27936,9;5,1457
05.10.2023;3.183,15;113284;12,65;1850,8;27410,3;5,1658
04.10.2023;3.184,79;113607;12,65;1853,8;27790,9;5,1562
03.10.2023;3.195,72;113419;12,65;1860,7;27428,4;5,1669
02.10.2023;3.197,13;115057;12,65;1866,4;27505,3;5,061
29.09.2023;3.219,28;116565;12,65;1885,4;26909,8;5,032
28.09.2023;3.193,17;115731;12,65;1898;27022,6;5,0331
27.09.2023;3.193,15;114327;12,65;1890,9;26366,1;5,0425
26.09.2023;3.199,14;114193;12,65;1919,8;26218,9;4,9898
25.09.2023;3.214,28;115925;12,65;1936,6;26302,7;4,9678
22.09.2023;3.226,39;116009;12,65;1945,6;26581,9;4,9351
21.09.2023;3.224,24;116145;12,65;1939,6;26570;4,9351
20.09.2023;3.224,70;118695;13,15;1967,1;27125;4,8801
19.09.2023;3.229,52;117846;13,15;1953,7;27209,2;4,8673
18.09.2023;3.233,38;118288;13,15;1953,4;26763,5;4,8556
15.09.2023;3.234,06;118758;13,15;1946,2;26601;4,8663
14.09.2023;3.216,40;119392;13,15;1932,8;26524,7;4,8668
13.09.2023;3.216,18;118176;13,15;1932,5;26223;4,9153
12.09.2023;3.224,84;117968;13,15;1935,1;25834,5;4,947
11.09.2023;3.226,93;116883;13,15;1947,2;25166,4;4,9307
08.09.2023;3.240,33;115313;13,15;1942,7;25909,5;4,9882
06.09.2023;3.222,02;115985;13,15;1944,2;25758;4,9784
05.09.2023;3.215,79;117331;13,15;1952,6;25790,2;4,9671
04.09.2023;3.217,63;117777;13,15;1952,6;25823,3;4,9376
01.09.2023;3.217,23;117893;13,15;1967,1;25803,2;4,9463
31.08.2023;3.212,81;115742;13,15;1965,9;25937,3;4,9544
30.08.2023;3.208,00;117535;13,15;1973;27298,8;4,889
29.08.2023;3.192,43;118404;13,15;1965,1;27723,9;4,8523
28.08.2023;3.189,09;117121;13,15;1946,8;26118,9;4,8731
25.08.2023;3.197,10;115837;13,15;1939,9;26057,2;4,8711
24.08.2023;3.190,05;117026;13,15;1947,1;26177;4,8802
23.08.2023;3.189,65;118135;13,15;1948,1;26436,2;4,8572
22.08.2023;3.195,17;116156;13,15;1926;26039,9;4,9386
21.08.2023;3.203,21;114429;13,15;1923;26126;4,9793
18.08.2023;3.209,51;115409;13,15;1916,5;26053,2;4,9694
17.08.2023;3.206,35;114982;13,15;1915,2;26635,7;4,9758
16.08.2023;3.212,37;115592;13,15;1928,3;28726,3;4,9879
15.08.2023;3.214,54;116171;13,15;1935,2;29195,3;4,9845
14.08.2023;3.214,57;116810;13,15;1944;29426,7;4,9615
11.08.2023;3.220,69;118065;13,15;1946,6;29420,8;4,9048
10.08.2023;3.213,12;118350;13,15;1948,9;29449;4,8924
09.08.2023;3.212,17;118409;13,15;1950,6;29578;4,902
08.08.2023;3.216,83;119090;13,15;1959,9;29777,4;4,8996
07.08.2023;3.219,41;119380;13,15;1970;29204,2;4,8999
04.08.2023;3.216,66;119508;13,15;1976,1;29105,5;4,8733
03.08.2023;3.201,72;120586;13,15;1968,8;29189,3;4,917
02.08.2023;3.192,16;120859;13,65;1975;29173,7;4,812
01.08.2023;3.189,33;121248;13,65;1978,8;29712,2;4,7911
31.07.2023;3.197,18;121943;13,65;2009,2;29232,4;4,7241
28.07.2023;3.181,25;120187;13,65;1999,9;29315;4,7336
27.07.2023;3.173,67;119990;13,65;1965,3;29222,7;4,7424
26.07.2023;3.174,92;122560;13,65;1989,7;29352,2;4,7364
25.07.2023;3.182,86;122008;13,65;1983,1;29228,6;4,7498
24.07.2023;3.182,42;121342;13,65;1981,6;29178,1;4,7271
21.07.2023;3.185,21;120217;13,65;1985,8;29903,1;4,7795
20.07.2023;3.173,70;118083;13,65;1990,2;29801;4,798
19.07.2023;3.174,68;117552;13,65;1999,9;29909,7;4,7909
18.07.2023;3.180,00;117841;13,65;1999,8;29866,8;4,8105
17.07.2023;3.182,62;118219;13,65;1975,5;30139,7;4,8066
14.07.2023;3.184,03;117711;13,65;1983,4;30317,4;4,7894
13.07.2023;3.178,31;119264;13,65;1982,9;31466,1;4,7971
12.07.2023;3.179,95;117666;13,65;1980,8;30387,3;4,8184
11.07.2023;3.181,58;117556;13,65;1956,2;30623,3;4,8538
10.07.2023;3.181,10;117942;13,65;1950,1;30415,3;4,8978
07.07.2023;3.190,78;118898;13,65;1951,6;30346,4;4,872
06.07.2023;3.177,21;117426;13,65;1934,6;29913,1;4,9193
05.07.2023;3.170,77;119549;13,65;1946,2;30512,8;4,8478
04.07.2023;3.157,36;119076;13,65;1927,1;30768,4;4,8408
03.07.2023;3.152,07;119673;13,65;1948,6;31151,3;4,8077
30.06.2023;3.155,32;118087;13,65;1948,5;30472,9;4,786
29.06.2023;3.132,06;118383;13,65;1936,8;30445,7;4,8553
28.06.2023;3.120,45;116681;13,65;1941,3;30078,6;4,8506
27.06.2023;3.116,60;117523;13,65;1943;30689,1;4,8103
26.06.2023;3.109,74;118243;13,65;1953,1;30267;4,7675
23.06.2023;3.106,81;118977;13,65;1948,9;30679,4;4,7864
22.06.2023;3.099,39;118934;13,65;1943;29890,5;4,7689
21.06.2023;3.103,36;120420;13,65;1964,4;29996,9;4,763
20.06.2023;3.097,34;119622;13,65;1967,2;28307,7;4,7902
19.06.2023;3.093,01;119858;13,65;1947,7;26845,9;4,7772
16.06.2023;3.082,71;118758;13,65;1990,7;26341,3;4,8199
15.06.2023;3.064,48;119221;13,65;1990,2;25591,3;4,8102
14.06.2023;3.056,04;119069;13,65;1988,3;25129,5;4,8146
13.06.2023;3.051,11;116743;13,65;1978,1;25929,4;4,8622
12.06.2023;3.047,79;117336;13,65;1989,3;25906,8;4,8613
09.06.2023;3.046,98;117019;13,65;1996,8;26479,3;4,8791
07.06.2023;3.038,80;115488;13,65;1977,9;26342,5;4,9235
06.06.2023;3.034,04;114610;13,65;2001;27230,2;4,9125
05.06.2023;3.034,95;112696;13,65;1993,9;25747,4;4,9289
02.06.2023;3.026,89;112558;13,65;1989,1;27244,7;4,9571
01.06.2023;3.011,49;110565;13,65;2015,1;26819;5,014
31.05.2023;3.013,46;108335;13,65;2001,7;27216,1;5,0574
30.05.2023;3.002,96;108967;13,65;1996,7;27698,2;5,0357
29.05.2023;3.007,26;110333;13,65;1977,1;27739,4;5,0171
26.05.2023;3.007,39;110906;13,65;1963,1;26711,5;4,9939
25.05.2023;3.003,53;110054;13,65;1962,3;26475,8;5,0356
24.05.2023;2.996,11;108800;13,65;1983,1;26328,4;4,9619
23.05.2023;3.005,48;109929;13,65;1992,8;27220,7;4,9714
22.05.2023;3.000,79;110213;13,65;1995,7;26847,3;4,9667
19.05.2023;2.998,16;110745;13,65;2000,3;26882,9;4,9981
18.05.2023;2.992,68;110108;13,65;1978,3;26828;4,9652
17.05.2023;2.990,02;109460;13,65;2003,7;27403,1;4,9396
16.05.2023;2.978,45;108194;13,65;2012,2;27035,3;4,9402
15.05.2023;2.967,44;109029;13,65;2042,1;27183,9;4,8904
12.05.2023;2.944,57;108464;13,65;2039,1;26799,2;4,9195
11.05.2023;2.928,48;108256;13,65;2039,9;26983,5;4,9295
10.05.2023;2.915,00;107448;13,65;2056,5;27603,3;4,9424
09.05.2023;2.910,39;107114;13,65;2062,4;27634,9;4,9862
08.05.2023;2.898,59;106042;13,65;2052,8;27670,5;5,0097
05.05.2023;2.886,42;105148;13,65;2044,2;29513,2;4,9518
04.05.2023;2.875,33;102174;13,65;2075;28842,1;4,9822
03.05.2023;2.863,90;101797;13,65;2056,2;29023,6;4,9949
02.05.2023;2.859,63;101927;13,65;2042,5;28669,1;5,0387
28.04.2023;2.858,23;104432;13,65;2018,3;29321,8;4,9865
27.04.2023;2.827,24;102923;13,65;2017,9;29475,9;4,9771
26.04.2023;2.817,21;102312;13,65;2014,9;28424,6;5,0435
25.04.2023;2.814,98;103220;13,65;2023,5;28298,8;5,0497
24.04.2023;2.816,23;103947;13,65;2018,6;27509,3;5,0337
20.04.2023;2.813,94;104367;13,65;2037,9;28240,5;5,0486
19.04.2023;2.809,01;103913;13,65;2025,9;28813,7;5,0753
18.04.2023;2.809,34;106163;13,65;2038,5;30382,2;4,984
17.04.2023;2.797,18;106016;13,65;2025,7;29434,9;4,9413
14.04.2023;2.781,47;106279;13,65;2034,4;30472,5;4,9096
